,chipid,month
3800,710dd262,8
3801,710ec495,9
3802,711aae75,9
3803,7123e5f5,8
3804,71246f98,8
3805,712afd7b,8
3806,713fa586,8
3807,7148c981,9
3808,715907b3,9
3809,715c1d76,8
3810,715cbe54,8
3811,715ff2d9,9
3812,7164a926,8
3813,71657383,9
3814,716efd5b,8
3815,7178cc89,9
3816,717b1c7f,10
3817,7184cbbb,9
3818,718a93b8,8
3819,718ce102,10
3820,7196e440,8
3821,7199d9b4,9
3822,71a4c0cf,8
3823,71aca395,9
3824,71b00dd5,8
3825,71d023e3,8
3826,71dce4af,9
3827,71e0a4f4,8
3828,71ed7dd1,8
3829,71f2cde5,9
3830,71f6e38d,8
3831,71fe68f6,8
3832,72000e72,9
3833,7212b3f6,9
3834,7214b14e,9
3835,721a0709,6
3836,7221b092,8
3837,722d3ec4,7
3838,722dd150,8
3839,72360896,8
3840,7239ef7a,8
3841,72624223,8
3842,727093cf,8
3843,727731a7,8
3844,7277b1c0,8
3845,727c4472,8
3846,72800fb3,9
3847,7280bfc9,8
3848,72844808,8
3849,72857839,8
3850,72935157,8
3851,7296d943,8
3852,729b2d10,9
3853,729d5318,9
3854,72ab0795,0
3855,72ad07ca,8
3856,72b5f7e8,8
3857,72c35b7f,10
3858,72cfa684,6
3859,72d1e5dc,8
3860,72da1a8d,9
3861,72e268e6,8
3862,72f63c23,9
3863,7300933a,9
3864,73076e85,8
3865,73119e3e,8
3866,731390c3,8
3867,7314145f,8
3868,731a6be4,8
3869,7327dc86,8
3870,73295eb4,8
3871,733a6b79,8
3872,733bba00,8
3873,7342a9ed,8
3874,73573371,8
3875,7365c7d2,9
3876,7372af75,8
3877,73774270,8
3878,73776b3c,2
3879,737a1f62,9
3880,739fb51a,8
3881,73bc37bb,8
3882,73c4519d,8
3883,73cb6dce,8
3884,73f34548,8
3885,73fc2444,9
3886,7400cc29,9
3887,7402817c,8
3888,7402a7a0,8
3889,7405511e,9
3890,740ca900,8
3891,74144c1e,9
3892,742113b8,10
3893,74368104,8
3894,74383cc9,9
3895,743f746f,9
3896,744c1619,8
3897,744c58e7,8
3898,7451cbcf,9
3899,7465c734,2
3900,746977a5,9
3901,7469ebf1,9
3902,746e99e1,5
3903,74737505,8
3904,74743e38,8
3905,7476004e,8
3906,747bbc06,9
3907,747cd97b,8
3908,747eeda1,8
3909,74856fa2,9
3910,7489072f,8
3911,748a50a5,8
3912,7492e145,9
3913,749ab066,8
3914,749bb518,9
3915,749dbd98,1
3916,74a03b25,8
3917,74a21819,8
3918,74a704f2,9
3919,74b49264,8
3920,74b6b179,10
3921,74c1f904,8
3922,74cbb1e1,7
3923,74d2eb17,9
3924,74dc6d8d,9
3925,74e9fcac,8
3926,74f00b78,8
3927,74f45976,8
3928,74f63b5b,8
3929,75025854,8
3930,750db833,8
3931,750df49e,8
3932,750f5a9e,9
3933,7512b26d,8
3934,7519c115,9
3935,751cad7c,8
3936,752f2d5d,10
3937,7533658d,8
3938,7540e459,9
3939,75551ce0,11
3940,755883fd,8
3941,7558e2fb,8
3942,756a5287,8
3943,75716601,8
3944,75768465,8
3945,7578c7eb,9
3946,757c876d,8
3947,758c6eda,9
3948,75942ebf,8
3949,75972bc8,9
3950,759884d9,7
3951,759d99bb,9
3952,75ac2508,9
3953,75acecfc,8
3954,75ad0a09,9
3955,75b482d7,10
3956,75ba8d5a,8
3957,75bd7ff0,7
3958,75cd6549,8
3959,75e80cb9,7
3960,75f1e6ed,8
3961,75f309ee,8
3962,75f68504,9
3963,75fb4acf,8
3964,760653c9,8
3965,760a7961,9
3966,760c42ff,9
3967,760c9abc,0
3968,760df82b,8
3969,7611cb41,2
3970,7615a2e2,9
3971,7615b745,9
3972,76166125,7
3973,761819de,8
3974,761d37ba,8
3975,7641ee1d,8
3976,764fee38,5
3977,765ad297,10
3978,765e660b,8
3979,76646124,8
3980,766567e3,9
3981,7673df74,2
3982,76796529,8
3983,76823491,8
3984,76869d9c,8
3985,76889d19,9
3986,768a86b1,9
3987,76953691,8
3988,76958911,11
3989,76abcf50,8
3990,76b58989,8
3991,76b8e36d,8
3992,76c10a83,8
3993,76c6b632,9
3994,76c9f358,8
3995,76d2ebd0,9
3996,76da98ec,9
3997,76e09ab6,9
3998,76e15545,11
3999,76e4ec0c,8
4000,76e6f5a4,8
4001,76ecea6e,2
4002,770162fc,9
4003,770f2f06,10
4004,771062b2,9
4005,77129f5a,10
4006,771bf509,8
4007,7720432c,8
4008,772561e5,9
4009,772a28b2,8
4010,7733b552,9
4011,773e8a32,9
4012,773f31dc,9
4013,7741afe1,9
4014,77422433,7
4015,774f94cb,10
4016,7773df35,8
4017,777abe81,9
4018,777d14b6,7
4019,778794c6,9
4020,778e2a1f,9
4021,77919dae,8
4022,7792ad3a,8
4023,77a08bdd,9
4024,77b7d478,9
4025,77b7f2fb,8
4026,77bbd1f5,10
4027,77c5464d,8
4028,77d04ffc,8
4029,77dc9991,11
4030,77e09c4a,8
4031,77f4aa99,5
4032,77faaaec,8
4033,77fd4bc3,9
4034,78016bed,8
4035,7810f307,8
4036,7813ad6b,9
4037,7814fa11,9
4038,7822116a,8
4039,78253ba8,8
4040,782c53ff,8
4041,783e0cf4,8
4042,7845c46d,8
4043,78497c06,9
4044,784d12c6,9
4045,784d97f5,8
4046,784df9f6,8
4047,784f852c,1
4048,784f9664,8
4049,786223dd,8
4050,7865fbaf,10
4051,78698f5a,9
4052,7876ce3a,8
4053,7878a85a,8
4054,7892d2cb,8
4055,789f62c6,7
4056,78a0dd88,8
4057,78a310c2,8
4058,78a62e4d,8
4059,78a683b3,8
4060,78b2d6a9,9
4061,78bc0b8e,9
4062,78c29417,7
4063,78e1aba2,7
4064,78ed4fef,8
4065,78f50195,8
4066,78fcc944,9
4067,7908d901,8
4068,790d94a0,10
4069,79143052,9
4070,791d8ed7,7
4071,7921febd,0
4072,79281b12,9
4073,792b1af6,7
4074,792f317d,10
4075,793e4285,9
4076,7945a706,0
4077,794aac7b,9
4078,795077d3,8
4079,79527dbd,8
4080,795d2b75,8
4081,79615596,8
4082,79616e68,8
4083,79677e6c,10
4084,797383d6,8
4085,79757f1c,9
4086,7981b059,8
4087,799482c8,9
4088,79962a5e,8
4089,799941cb,8
4090,799de3b8,8
4091,79bc60b9,8
4092,79be95aa,9
4093,79c3ca2a,8
4094,79cef8e5,8
4095,79d916c1,10
4096,79da4985,8
4097,79e4288f,8
4098,79e55cec,7
4099,79e6a26f,8
4100,79f1c428,8
4101,79f7b369,8
4102,79fef162,9
4103,7a017522,10
4104,7a04163e,8
4105,7a0513e4,10
4106,7a058566,9
4107,7a07a6ce,8
4108,7a07b835,9
4109,7a126418,11
4110,7a1593a5,8
4111,7a165240,8
4112,7a1b7b98,9
4113,7a1c4d51,8
4114,7a212a48,9
4115,7a270240,11
4116,7a2cefdf,9
4117,7a2de3af,3
4118,7a34b14a,9
4119,7a489a58,8
4120,7a580343,0
4121,7a5b4651,8
4122,7a5bbc71,9
4123,7a5d9d1b,10
4124,7a65f81c,8
4125,7a6bb489,2
4126,7a750d64,8
4127,7a7b54e7,10
4128,7a82c3c8,8
4129,7a872a87,8
4130,7a87c428,8
4131,7a9d2ab7,8
4132,7aa1d100,11
4133,7ac5bd16,8
4134,7acd113f,4
4135,7ad3da2e,9
4136,7ad4bed5,8
4137,7ad67de5,8
4138,7ad7ccf8,8
4139,7ae0714b,8
4140,7ae8c936,8
4141,7aedf035,9
4142,7aee87f8,9
4143,7af011ca,9
4144,7af055f2,8
4145,7af54b53,9
4146,7af8dfb6,8
4147,7af9ab75,8
4148,7b0ae2a2,9
4149,7b0f5a3d,9
4150,7b2e4076,11
4151,7b2f52d2,9
4152,7b31f59d,11
4153,7b3a37fb,4
4154,7b484c9b,9
4155,7b4e46cb,8
4156,7b536ea8,9
4157,7b55339f,8
4158,7b5c002f,8
4159,7b5db1df,9
4160,7b671759,7
4161,7b6f54a8,9
4162,7b701453,9
4163,7b706d0a,8
4164,7b70beba,8
4165,7b712217,8
4166,7b77a519,9
4167,7b96cdd6,8
4168,7b9c2bc0,8
4169,7b9fee6b,10
4170,7ba527e4,10
4171,7baa82c4,8
4172,7bafda6f,9
4173,7bb00a4c,8
4174,7bbb0247,8
4175,7bbceff7,8
4176,7bbef05c,4
4177,7bc02bd7,8
4178,7bcc8812,8
4179,7bdf6c35,8
4180,7be0d450,8
4181,7be3964a,9
4182,7bec4c50,8
4183,7bed8b0b,8
4184,7bf153a9,8
4185,7c029cc6,8
4186,7c1d6b0c,8
4187,7c38ce9c,8
4188,7c3d408f,9
4189,7c4180a3,7
4190,7c4a4808,8
4191,7c509103,8
4192,7c61fd28,7
4193,7c694ea2,9
4194,7c70ebca,8
4195,7c768708,8
4196,7c77ec92,9
4197,7c78aef8,0
4198,7c795704,8
4199,7c8102c3,8
4200,7c811cb4,8
4201,7c84b43c,10
4202,7c85d265,8
4203,7c90aec5,8
4204,7c91649d,9
4205,7c9a1ce2,8
4206,7ca440c8,9
4207,7ca55782,9
4208,7caebbe6,8
4209,7cb0fa68,8
4210,7cc3b4b6,8
4211,7cd346d2,0
4212,7cd55a4b,8
4213,7cda52ba,9
4214,7cdb654f,9
4215,7cdc9aaa,8
4216,7cde8fd4,8
4217,7ce5517e,9
4218,7ce6648c,8
4219,7cf0015f,8
4220,7cfb34a8,9
4221,7d0a6b3f,9
4222,7d11f2dd,9
4223,7d1ce114,8
4224,7d1dfff6,10
4225,7d1e030e,8
4226,7d21a424,9
4227,7d238c4b,6
4228,7d28c5f9,8
4229,7d32e278,8
4230,7d356102,7
4231,7d4cc87c,8
4232,7d532146,8
4233,7d5ea416,8
4234,7d6a41c8,0
4235,7d6b4af9,4
4236,7d6f29e0,9
4237,7d71f977,8
4238,7d80d1a3,9
4239,7d88f9d3,11
4240,7da1134a,9
4241,7dad3571,7
4242,7dadf6c7,8
4243,7db01430,8
4244,7db8518b,8
4245,7dbda5a3,9
4246,7dc318e3,9
4247,7dd017e0,8
4248,7dd97297,8
4249,7dd9cb88,8
4250,7de833a0,11
4251,7debdb78,9
4252,7defc214,8
4253,7df4cc0c,10
4254,7dfad351,9
4255,7dfca69c,8
4256,7dfed8c5,9
4257,7dff2596,7
4258,7e04c5a8,9
4259,7e0a229d,9
4260,7e1349b2,8
4261,7e15125d,8
4262,7e2003df,9
4263,7e232495,8
4264,7e26acb4,8
4265,7e33eaa2,11
4266,7e384f46,8
4267,7e3c39cd,9
4268,7e3fcd52,11
4269,7e407503,7
4270,7e41b125,8
4271,7e4518a8,8
4272,7e492e77,8
4273,7e4ada1a,8
4274,7e4b0d1f,8
4275,7e5303f8,9
4276,7e56ff2b,9
4277,7e600da9,8
4278,7e64718b,0
4279,7e65ed40,8
4280,7e6b04ae,8
4281,7e6b8b7e,9
4282,7e6f27b3,8
4283,7e7067de,9
4284,7e72e068,9
4285,7e7b6c33,9
4286,7e7e77c7,8
4287,7e8152c3,9
4288,7e82dde7,8
4289,7e84dfd4,9
4290,7e89a04b,8
4291,7e90187b,11
4292,7e9cf392,9
4293,7ea4293a,8
4294,7ea664ae,8
4295,7ea75f10,8
4296,7eadd39a,9
4297,7eb43782,9
4298,7eb9a1e8,0
4299,7eba5dca,8
4300,7ebca617,8
4301,7ec6c973,8
4302,7ecbd860,0
4303,7ecda67f,4
4304,7ed45eef,9
4305,7ed47614,9
4306,7ed7d943,7
4307,7ee2e515,9
4308,7ee3dae8,8
4309,7ee406cd,9
4310,7eea1c6d,8
4311,7ef1e493,9
4312,7efa87bd,8
4313,7efd815a,8
4314,7f018597,1
4315,7f053b7f,8
4316,7f117bd3,8
4317,7f28e207,11
4318,7f36fddf,8
4319,7f370844,7
4320,7f3bdfd3,9
4321,7f487274,9
4322,7f5bbfa8,8
4323,7f65146a,8
4324,7f6850ea,2
4325,7f6ae84d,8
4326,7f6bb78b,8
4327,7f713ec6,9
4328,7f7fda41,8
4329,7f8626c0,8
4330,7f899b4f,7
4331,7f8f2b29,11
4332,7f903c8e,9
4333,7f991c98,9
4334,7fa0ad06,8
4335,7fa31df6,10
4336,7fa5ea3d,9
4337,7fa71fc2,8
4338,7fb9229c,10
4339,7fc2a166,8
4340,7fc90bad,0
4341,7fe01c8f,8
4342,7fe86bdb,8
4343,7ffd80eb,7
4344,800a258d,9
4345,8012cb45,9
4346,80201e73,8
4347,8027537c,6
4348,80357833,8
4349,80359b5f,9
4350,8047e545,8
4351,8048f2ad,7
4352,804f3ba8,9
4353,80605a3c,9
4354,80657918,8
4355,8067b54a,8
4356,8072c55d,8
4357,8079c9df,10
4358,807b0d07,9
4359,807ff680,9
4360,808e857b,4
4361,809652d4,9
4362,80994c66,10
4363,80aac9f7,11
4364,80b88aa8,9
4365,80bca742,8
4366,80bd23ee,9
4367,80c2ae9e,8
4368,80cab154,8
4369,80cce62f,8
4370,80d5329d,9
4371,80d87200,9
4372,80ec4a92,8
4373,80ef0673,8
4374,80fd0d0f,8
4375,80fd728b,8
4376,80fecf22,8
4377,8106f35b,10
4378,811cdd6e,10
4379,811f36cd,8
4380,812121c0,10
4381,812c177a,7
4382,81436722,8
4383,81482560,9
4384,814d7035,9
4385,8156bb81,8
4386,8159fbff,9
4387,8165fc74,4
4388,816e805f,9
4389,817c62fe,8
4390,818b8e9f,8
4391,819252bd,9
4392,8192df4f,8
4393,819bfa10,8
4394,81a07e36,8
4395,81a1cc36,8
4396,81aca9c2,9
4397,81b1374b,9
4398,81b4dca0,8
4399,81b8c3c7,9
4400,81bded3b,8
4401,81c285a0,0
4402,81c2d374,9
4403,81c87582,8
4404,81cc45e7,9
4405,81cca0c4,8
4406,81d2dcc1,8
4407,81d6bc57,9
4408,81d8de14,8
4409,81dabb35,8
4410,81e80b8b,8
4411,81e9afab,9
4412,81ee4067,10
4413,81f1a442,8
4414,81fd5a3b,9
4415,82020949,8
4416,82021aec,8
4417,8203523e,9
4418,82080763,8
4419,820e0ab9,7
4420,821620b7,8
4421,8226818c,8
4422,822e2af5,9
4423,822e67c6,8
4424,823f0262,8
4425,8240f194,8
4426,8265b38d,8
4427,827181a9,8
4428,82729e95,9
4429,8276d19c,8
4430,8281440c,8
4431,82843696,9
4432,8286efd2,8
4433,828aaef3,8
4434,829b8220,8
4435,829bbd0e,7
4436,829f1c10,9
4437,82b258d5,9
4438,82b64c90,4
4439,82b67901,9
4440,82ba0f12,8
4441,82be2ddb,11
4442,82c324dc,8
4443,82cb30a9,8
4444,82cf7e7e,8
4445,82d31426,8
4446,82d6abf7,8
4447,82da3062,8
4448,82ea0e97,8
4449,82f1bee1,7
4450,82f84fd6,0
4451,82fa3845,9
4452,830332d4,6
4453,830d2cf9,8
4454,831178c8,8
4455,8312269b,8
4456,83152195,7
4457,831b4cbd,9
4458,8328281b,8
4459,8329a34b,8
4460,832b55bd,9
4461,83324ad9,8
4462,83364f86,0
4463,833f1d2b,7
4464,8342f4a9,8
4465,8345f143,9
4466,835706c7,8
4467,835f820c,8
4468,83605981,8
4469,83621979,8
4470,8364274e,9
4471,836ec33b,9
4472,836efe73,9
4473,837ae2bf,9
4474,83807d60,8
4475,838343d3,9
4476,83a0b8fc,8
4477,83b2fb17,9
4478,83b9cac4,8
4479,83bb8009,7
4480,83c2e649,9
4481,83ca6479,8
4482,83d39cf3,6
4483,83da7228,9
4484,83dfcca9,9
4485,8402b7e9,9
4486,8402d97e,8
4487,8403db59,9
4488,840a5ef5,8
4489,840ef2ee,11
4490,841213da,8
4491,8424f46d,0
4492,84257232,8
4493,842897ef,9
4494,8435c58a,9
4495,844277e5,9
4496,8451ed23,9
4497,84562ac3,8
4498,8460967c,7
4499,846ea67d,8
4500,8479655d,8
4501,84818600,8
4502,848a0108,9
4503,84a595eb,8
4504,84b3feae,8
4505,84b7fc04,7
4506,84c58ac1,9
4507,84c83078,10
4508,84cae719,8
4509,84cb44f7,8
4510,84d37231,8
4511,84d3b4f4,8
4512,84db2ccd,9
4513,84dbba88,8
4514,84ec74a6,8
4515,84f04edc,9
4516,84f9ea59,9
4517,85164800,4
4518,8523c6cb,9
4519,85267afe,8
4520,8532c8b1,10
4521,85351a13,8
4522,8547cb3d,8
4523,85491a3a,9
4524,8562e957,8
4525,8563d8ed,5
4526,856450f7,8
4527,856a5c94,8
4528,85753bdc,2
4529,85771c82,9
4530,8578b26d,8
4531,85803178,8
4532,8588f3b8,9
4533,85890f75,9
4534,8590d44e,7
4535,8596978d,8
4536,85995b50,8
4537,859d9003,9
4538,859dee3a,8
4539,85a52f35,8
4540,85ae7ca8,8
4541,85cb915d,11
4542,85fb6b00,8
4543,86027245,8
4544,8602e094,8
4545,86043073,8
4546,861b91c2,9
4547,861d0063,9
4548,86204089,8
4549,8625b1a3,4
4550,862a6d64,8
4551,8631ab37,8
4552,863228a7,8
4553,8632ccd4,8
4554,8633faf4,8
4555,8643ccfa,9
4556,8653d39f,5
4557,865cbfe3,10
4558,866437f0,9
4559,8667d80f,8
4560,866b66e1,8
4561,866fdc5d,8
4562,86705316,8
4563,8672fd8f,8
4564,8673e802,11
4565,867dd4db,8
4566,8683a77a,7
4567,86874536,8
4568,869c367e,8
4569,86aeb274,8
4570,86b00a73,9
4571,86b04e54,7
4572,86b1d7b4,8
4573,86b541ff,8
4574,86c27a62,8
4575,86ca19df,6
4576,86d30e53,0
4577,86d91f77,9
4578,86dea1cc,8
4579,86e13034,9
4580,86e353eb,8
4581,86e4c0bb,10
4582,86e4f5d6,8
4583,86e50586,8
4584,86e5bf04,8
4585,86e8c394,9
4586,86f69afc,10
4587,87088246,9
4588,8712aa91,8
4589,871f3875,9
4590,871f4f6b,9
4591,87261da2,9
4592,872d0bbf,8
4593,87310c05,2
4594,8738810e,9
4595,874dde20,8
4596,874f9fe3,9
4597,8764d723,8
4598,876c2940,8
4599,8771b6e1,8
4600,8774accd,10
4601,877d37b1,0
4602,87803901,8
4603,878c9437,9
4604,879a3095,8
4605,879d77e9,8
4606,879e0fab,8
4607,879f4e78,8
4608,87a1f4d3,8
4609,87c7a341,10
4610,87cedd39,6
4611,87d409a1,8
4612,87d50052,9
4613,87d95885,9
4614,87d96fa0,9
4615,87e533de,8
4616,87ec0f04,0
4617,87ec1838,8
4618,87f3d419,8
4619,87f3fd11,8
4620,87f413a7,10
4621,87f6b637,9
4622,87fa9386,8
4623,88103b39,6
4624,88267a8e,9
4625,88337659,5
4626,8833efc8,9
4627,88375984,8
4628,88377a2d,0
4629,883bc423,10
4630,8849cd85,8
4631,884fc387,1
4632,885f4fc8,8
4633,8868ffdf,11
4634,886a6256,8
4635,886ecfc1,10
4636,886f84cb,8
4637,887dd194,9
4638,888075c9,8
4639,8885bb54,7
4640,888e72c0,9
4641,888f4c4c,9
4642,8896b25f,9
4643,88971785,10
4644,8899bee2,8
4645,889b16b4,8
4646,889bc697,11
4647,889f711e,9
4648,88a036d2,8
4649,88a1054f,9
4650,88a4e6dd,8
4651,88a8869d,9
4652,88af4eb2,8
4653,88afd7f2,10
4654,88b9f784,8
4655,88ba6c6b,5
4656,88bdac18,8
4657,88c8575c,10
4658,88ca408c,8
4659,88ce3c3c,9
4660,88dc2bb6,8
4661,88e26a88,9
4662,88f24a27,8
4663,88f49753,8
4664,88f53e9b,8
4665,890c43ed,9
4666,89123a0c,8
4667,8915cd13,8
4668,8919322d,8
4669,891e43ba,9
4670,8934586b,10
4671,893c3cd5,8
4672,894a2089,8
4673,894eb52f,8
4674,89531158,9
4675,89574ec0,10
4676,89584bbf,7
4677,895d2df9,10
4678,8965b64c,9
4679,896655f6,8
4680,896bd508,8
4681,896d9d9d,8
4682,89793a6d,8
4683,897b31b8,11
4684,897e84ca,8
4685,89886c50,8
4686,898bc1cd,9
4687,898ffaf0,8
4688,8990bbcf,8
4689,89931699,11
4690,89992782,8
4691,899f4811,9
4692,89a1c62b,9
4693,89b05b36,7
4694,89b0950a,8
4695,89b599ff,8
4696,89be7a35,8
4697,89c8cb27,8
4698,89edaaa9,8
4699,89efd7b5,8
4700,89f79a93,8
4701,89fb4c41,8
4702,8a034368,8
4703,8a0d316e,8
4704,8a14b295,8
4705,8a1cb876,0
4706,8a22e0a0,7
4707,8a29255f,10
4708,8a2f2e90,8
4709,8a375b14,9
4710,8a38a5f5,9
4711,8a3db3be,8
4712,8a3fe5ef,7
4713,8a49d82a,0
4714,8a4aeb22,10
4715,8a4bce74,8
4716,8a4db4ed,9
4717,8a552123,7
4718,8a6b8e67,8
4719,8a74c451,8
4720,8a7cb464,8
4721,8a85ce4b,8
4722,8a86f6b9,7
4723,8a87bd54,9
4724,8a89538d,8
4725,8a94d174,8
4726,8a96937a,8
4727,8a9d9cde,8
4728,8ab44593,8
4729,8abdb5c2,7
4730,8ac1849d,8
4731,8ac18621,9
4732,8ac9bcd3,7
4733,8acb0fcb,7
4734,8ad25ec7,8
4735,8ad42e1a,8
4736,8adf37e9,9
4737,8ae7411e,8
4738,8ae81387,8
4739,8af0eab6,9
4740,8afc8248,8
4741,8b198572,8
4742,8b288264,10
4743,8b3190b1,2
4744,8b445692,8
4745,8b508ae6,8
4746,8b50b2f9,8
4747,8b531db6,9
4748,8b5692f4,8
4749,8b5c134c,8
4750,8b61f9eb,8
4751,8b724cac,8
4752,8b7a81a6,8
4753,8b8371b3,8
4754,8b839a42,8
4755,8b8a7b60,9
4756,8ba496d4,8
4757,8ba6aabb,9
4758,8baac2e6,9
4759,8baffdbd,8
4760,8bb59697,9
4761,8bb89a2a,8
4762,8bb8d991,8
4763,8bbbc67c,8
4764,8bc1f6c2,8
4765,8bd28811,9
4766,8be17de7,8
4767,8be778a7,8
4768,8bea695a,6
4769,8bea8e38,8
4770,8bf626c1,9
4771,8bf97b75,8
4772,8bfce3ed,8
4773,8c01cfc2,9
4774,8c05ab2c,8
4775,8c0cc348,8
4776,8c1b5229,8
4777,8c30c129,8
4778,8c414ef3,8
4779,8c44fb34,7
4780,8c500a73,8
4781,8c5fe565,0
4782,8c6cc96e,8
4783,8c722baf,11
4784,8c73aca7,8
4785,8c7942e4,9
4786,8c79d0ef,9
4787,8c861d13,8
4788,8c91a5b1,8
4789,8c948bd9,8
4790,8c94e3ad,4
4791,8c98e0f0,8
4792,8c99f2a5,9
4793,8c9a1061,7
4794,8c9dd8e8,8
4795,8ca1690f,9
4796,8ca62831,9
4797,8cbc5dd8,8
4798,8cc4947a,10
4799,8cc5933c,8
4800,8cce47ff,8
4801,8cd7a9a5,8
4802,8ce0fc04,8
4803,8ce36acd,8
4804,8ce805e5,8
4805,8ce96fba,8
4806,8ceae75e,8
4807,8cf1f3e3,8
4808,8d013ad8,8
4809,8d0e62de,9
4810,8d11e15d,8
4811,8d18c5a0,9
4812,8d1ad59c,8
4813,8d21d584,8
4814,8d2eff52,8
4815,8d32a281,8
4816,8d35b812,9
4817,8d3b388d,9
4818,8d434d56,9
4819,8d44fc52,6
4820,8d4b0c3b,8
4821,8d5a3529,9
4822,8d61f8ce,8
4823,8d626783,9
4824,8d66ba60,8
4825,8d7e6238,9
4826,8d86c7d1,8
4827,8d8911e8,9
4828,8d8d5f81,8
4829,8d914cdf,8
4830,8d96cfc1,8
4831,8d98c0f3,9
4832,8da44f55,8
4833,8daee065,8
4834,8db833c8,9
4835,8dbdd885,8
4836,8dc07f56,7
4837,8dc890dc,9
4838,8de14117,8
4839,8de88a56,8
4840,8e0721c0,4
4841,8e13cc5d,6
4842,8e19cc9d,7
4843,8e1d1870,8
4844,8e1f122b,8
4845,8e21b875,9
4846,8e28b3af,8
4847,8e312723,8
4848,8e3e7eb1,10
4849,8e44492d,8
4850,8e48dbbf,9
4851,8e58105d,8
4852,8e59447e,9
4853,8e5d1e4a,8
4854,8e6095d7,10
4855,8e60d0ec,9
4856,8e655e7c,8
4857,8e72f702,9
4858,8e75d940,9
4859,8e7611dd,8
4860,8e78976a,8
4861,8e7f8581,10
4862,8e8415b7,7
4863,8e88373f,8
4864,8e912d20,9
4865,8e935cfb,0
4866,8ea7bb51,9
4867,8ea94369,9
4868,8eb5a5a7,8
4869,8eb72d8d,2
4870,8eba3f9f,9
4871,8eccb975,9
4872,8ed2abfe,3
4873,8ed88cc0,10
4874,8ed9dcd0,8
4875,8edb0bc2,9
4876,8ee60c7c,9
4877,8ef17980,8
4878,8efe69d1,3
4879,8f05489d,8
4880,8f078588,8
4881,8f0f154f,8
4882,8f15b25c,7
4883,8f19d533,8
4884,8f1b1d05,5
4885,8f2f5ac2,0
4886,8f3cf1fe,9
4887,8f4868dd,0
4888,8f4b6ac4,8
4889,8f4fee01,11
4890,8f59ce71,8
4891,8f712016,10
4892,8f769700,9
4893,8f804b5e,9
4894,8f8bddb1,9
4895,8f9cdd3f,7
4896,8f9e0da5,8
4897,8fa709a3,9
4898,8fc018fc,8
4899,8fc328ff,9
4900,8fc4ffaa,10
4901,8fe022b9,8
4902,8ff24df1,8
4903,8ff6c130,0
4904,8ff95477,9
4905,8ffc902d,8
4906,9000c111,8
4907,900dff47,8
4908,90135533,10
4909,90185b20,8
4910,901d8b27,8
4911,9024ff49,8
4912,9026b563,11
4913,90281f2d,8
4914,90295844,8
4915,902ec252,8
4916,90321640,9
4917,9046442a,9
4918,90490d80,8
4919,9058353d,8
4920,905a7d33,9
4921,90696c6f,7
4922,9072affd,9
4923,909510aa,9
4924,9097baac,0
4925,90a73cd3,8
4926,90aa4477,8
4927,90bbb6d2,8
4928,90c47dbb,9
4929,90c9ea5f,8
4930,90cda472,9
4931,90d23b7b,8
4932,90d38f89,10
4933,90e089af,8
4934,90e4de9a,9
4935,90e4df44,9
4936,90f5be9e,8
4937,90f7113e,9
4938,90fec39e,7
4939,910b4517,10
4940,9112a873,8
4941,9116603a,8
4942,912b56d5,9
4943,91423ff5,8
4944,914870da,9
4945,91531f0c,8
4946,9154fbe8,8
4947,91649075,9
4948,916d3dde,8
4949,9170d591,8
4950,9170de6c,8
4951,917ab17a,8
4952,917fd377,8
4953,9195c3e5,8
4954,919621a4,10
4955,919c5bf8,8
4956,919c9d3a,8
4957,919ca5f9,0
4958,919d0968,6
4959,91a1750f,8
4960,91a73aea,8
4961,91ac3085,10
4962,91ad575c,7
4963,91b2fa82,0
4964,91b3bdf5,9
4965,91b60537,8
4966,91bcf2e3,8
4967,91c4ca20,8
4968,91c80972,8
4969,91d01180,8
4970,91dae1db,8
4971,91e350b3,8
4972,91edab71,8
4973,91f08752,9
4974,91f2bf55,8
4975,91f41f82,7
4976,91f65529,8
4977,91f7bc39,9
4978,91fac078,9
4979,91fc37eb,8
4980,92020840,8
4981,92055a43,8
4982,92132f58,8
4983,92221335,9
4984,92289d5a,8
4985,922c0ee3,8
4986,92350689,8
4987,9236afec,9
4988,923ba7db,8
4989,9240ce36,7
4990,9249918f,9
4991,9255cdfb,9
4992,9257b4e9,8
4993,92640a75,8
4994,9276855f,8
4995,927a1e03,8
4996,927ebf86,9
4997,9285ab50,8
4998,9287372b,9
4999,929337fd,10
5000,929803cc,8
5001,92a43d25,8
5002,92a5bef9,8
5003,92a908fe,8
5004,92b1c733,9
5005,92c1ff5f,10
5006,92c44aa8,10
5007,92cc617d,8
5008,92e49a98,8
5009,92e7e20b,8
5010,92ee2171,8
5011,92f07a95,8
5012,92fd5670,9
5013,92ff5ad8,11
5014,930517d9,8
5015,93074778,7
5016,930f300b,9
5017,93127d9b,8
5018,9314628a,8
5019,9316463b,11
5020,931c79e4,11
5021,931d652d,8
5022,93239e2b,9
5023,933b41d4,8
5024,9342abd6,8
5025,9349eeaa,9
5026,934b03ee,10
5027,935096cb,8
5028,93536746,9
5029,9353eb6d,3
5030,9357f679,8
5031,935ff564,9
5032,9369d979,8
5033,936b5643,8
5034,937457a1,10
5035,937ae7b6,8
5036,9388f561,8
5037,9389da23,8
5038,9394f27f,0
5039,939bcd53,0
